statea,stateb,warstrtmnth,warstrtday,warstrtyr,warendmnth,warenday,warendyr,year,warolea,waroleb,wardyadrolea,wardyadroleb,outcomea,batdtha,batdthb,durindx,diff_in_days,diff_in_deaths,total_battle_dths
235,255,4,4,1917,11,11,1918,1917,4,1,1,3,1.0,7222.0,1773700.0,1,586,-1766478.0,1780922.0
235,255,4,4,1917,11,11,1918,1918,4,1,1,3,1.0,7222.0,1773700.0,2,586,-1766478.0,1780922.0
255,235,4,4,1917,11,11,1918,1917,1,4,3,1,3.0,1773700.0,7222.0,1,586,1766478.0,1780922.0
255,235,4,4,1917,11,11,1918,1918,1,4,3,1,3.0,1773700.0,7222.0,2,586,1766478.0,1780922.0
255,325,8,11,1916,11,11,1918,1916,1,4,3,1,3.0,1773700.0,650000.0,1,822,1123700.0,2423700.0
255,325,8,11,1916,11,11,1918,1917,1,4,3,1,3.0,1773700.0,650000.0,2,822,1123700.0,2423700.0
255,325,8,11,1916,11,11,1918,1918,1,4,3,1,3.0,1773700.0,650000.0,3,822,1123700.0,2423700.0
325,255,8,11,1916,11,11,1918,1916,4,1,1,3,1.0,650000.0,1773700.0,3,822,-1123700.0,2423700.0
325,255,8,11,1916,11,11,1918,1917,4,1,1,3,1.0,650000.0,1773700.0,1,822,-1123700.0,2423700.0
325,255,8,11,1916,11,11,1918,1918,4,1,1,3,1.0,650000.0,1773700.0,2,822,-1123700.0,2423700.0
350,355,6,27,1917,9,29,1918,1917,4,2,1,3,1.0,5000.0,87500.0,1,459,-82500.0,92500.0
350,355,6,27,1917,9,29,1918,1918,4,2,1,3,1.0,5000.0,87500.0,2,459,-82500.0,92500.0
355,350,6,27,1917,9,29,1918,1917,2,4,3,1,3.0,87500.0,5000.0,1,459,82500.0,92500.0
355,350,6,27,1917,9,29,1918,1918,2,4,3,1,3.0,87500.0,5000.0,2,459,82500.0,92500.0
355,360,9,1,1916,12,9,1917,1916,2,4,1,3,3.0,87500.0,335706.0,1,464,-248206.0,423206.0
355,360,9,1,1916,12,9,1917,1917,2,4,1,3,3.0,87500.0,335706.0,2,464,-248206.0,423206.0
360,355,9,1,1916,12,9,1917,1916,4,2,3,1,1.0,335706.0,87500.0,1,464,248206.0,423206.0
360,355,9,1,1916,12,9,1917,1917,4,2,3,1,1.0,335706.0,87500.0,2,464,248206.0,423206.0
365,366,11,22,1918,1,3,1920,1918,1,3,1,3,3.0,8000.0,3600.0,2,407,4400.0,11600.0
365,366,11,22,1918,1,3,1920,1919,1,3,1,3,3.0,8000.0,3600.0,1,407,4400.0,11600.0
365,366,11,22,1918,1,3,1920,1920,1,3,1,3,3.0,8000.0,3600.0,3,407,4400.0,11600.0
366,365,11,22,1918,1,3,1920,1918,3,1,3,1,1.0,3600.0,8000.0,2,407,-4400.0,11600.0
366,365,11,22,1918,1,3,1920,1919,3,1,3,1,1.0,3600.0,8000.0,3,407,-4400.0,11600.0
366,365,11,22,1918,1,3,1920,1920,3,1,3,1,1.0,3600.0,8000.0,1,407,-4400.0,11600.0
365,375,1,7,1919,1,3,1920,1919,3,2,3,1,3.0,8000.0,150.0,2,361,7850.0,8150.0
365,375,1,7,1919,1,3,1920,1920,3,2,3,1,3.0,8000.0,150.0,1,361,7850.0,8150.0
375,365,1,7,1919,1,3,1920,1919,2,3,1,3,1.0,150.0,8000.0,2,361,-7850.0,8150.0
375,365,1,7,1919,1,3,1920,1920,2,3,1,3,1.0,150.0,8000.0,1,361,-7850.0,8150.0
255,366,6,1,1919,7,3,1919,1919,2,3,1,3,2.0,750.0,1000.0,1,32,-250.0,1750.0
366,255,6,1,1919,7,3,1919,1919,3,2,3,1,2.0,1000.0,750.0,1,32,250.0,1750.0
255,367,6,1,1919,7,3,1919,1919,2,3,1,3,2.0,750.0,3046.0,1,32,-2296.0,3796.0
367,255,6,1,1919,7,3,1919,1919,3,2,3,1,2.0,3046.0,750.0,1,32,2296.0,3796.0
200,365,12,12,1918,2,1,1920,1918,1,3,1,3,1.0,128.0,8000.0,3,416,-7872.0,8128.0
200,365,12,12,1918,2,1,1920,1919,1,3,1,3,1.0,128.0,8000.0,2,416,-7872.0,8128.0
200,365,12,12,1918,2,1,1920,1920,1,3,1,3,1.0,128.0,8000.0,1,416,-7872.0,8128.0
365,200,12,12,1918,2,1,1920,1918,3,1,3,1,3.0,8000.0,128.0,1,416,7872.0,8128.0
365,200,12,12,1918,2,1,1920,1919,3,1,3,1,3.0,8000.0,128.0,3,416,7872.0,8128.0
365,200,12,12,1918,2,1,1920,1920,3,1,3,1,3.0,8000.0,128.0,2,416,7872.0,8128.0
220,365,3,27,1919,2,1,1920,1919,1,3,1,3,1.0,0.0,8000.0,2,311,-8000.0,8000.0
220,365,3,27,1919,2,1,1920,1920,1,3,1,3,1.0,0.0,8000.0,1,311,-8000.0,8000.0
365,220,3,27,1919,2,1,1920,1919,3,1,3,1,3.0,8000.0,0.0,2,311,8000.0,8000.0
365,220,3,27,1919,2,1,1920,1920,3,1,3,1,3.0,8000.0,0.0,1,311,8000.0,8000.0
255,365,1,1,1919,4,15,1919,1919,1,3,1,3,2.0,450.0,8000.0,1,104,-7550.0,8450.0
365,255,1,1,1919,4,15,1919,1919,3,1,3,1,2.0,8000.0,450.0,1,104,7550.0,8450.0
290,365,1,3,1920,2,1,1920,1920,1,3,1,3,1.0,100.0,8000.0,1,29,-7900.0,8100.0
365,290,1,3,1920,2,1,1920,1920,3,1,3,1,3.0,8000.0,100.0,1,29,7900.0,8100.0
365,366,2,1,1919,1,3,1920,1919,1,4,3,1,3.0,8000.0,1000.0,1,336,7000.0,9000.0
365,366,2,1,1919,1,3,1920,1920,1,4,3,1,3.0,8000.0,1000.0,2,336,7000.0,9000.0
366,365,2,1,1919,1,3,1920,1919,4,1,1,3,1.0,1000.0,8000.0,2,336,-7000.0,9000.0
366,365,2,1,1919,1,3,1920,1920,4,1,1,3,1.0,1000.0,8000.0,1,336,-7000.0,9000.0
365,367,12,2,1918,2,1,1920,1918,1,3,1,3,3.0,8000.0,3046.0,2,426,4954.0,11046.0
365,367,12,2,1918,2,1,1920,1919,1,3,1,3,3.0,8000.0,3046.0,3,426,4954.0,11046.0
365,367,12,2,1918,2,1,1920,1920,1,3,1,3,3.0,8000.0,3046.0,1,426,4954.0,11046.0
367,365,12,2,1918,2,1,1920,1918,3,1,3,1,1.0,3046.0,8000.0,1,426,-4954.0,11046.0
367,365,12,2,1918,2,1,1920,1919,3,1,3,1,1.0,3046.0,8000.0,3,426,-4954.0,11046.0
367,365,12,2,1918,2,1,1920,1920,3,1,3,1,1.0,3046.0,8000.0,2,426,-4954.0,11046.0
290,365,4,15,1919,10,12,1920,1919,1,3,1,3,1.0,40000.0,60000.0,2,546,-20000.0,100000.0
290,365,4,15,1919,10,12,1920,1920,1,3,1,3,1.0,40000.0,60000.0,1,546,-20000.0,100000.0
365,290,4,15,1919,10,12,1920,1919,3,1,3,1,3.0,60000.0,40000.0,1,546,20000.0,100000.0
365,290,4,15,1919,10,12,1920,1920,3,1,3,1,3.0,60000.0,40000.0,2,546,20000.0,100000.0
310,315,4,16,1919,8,4,1919,1919,3,2,3,1,3.0,6000.0,2000.0,1,110,4000.0,8000.0
315,310,4,16,1919,8,4,1919,1919,2,3,1,3,1.0,2000.0,6000.0,1,110,-4000.0,8000.0
310,360,4,16,1919,8,4,1919,1919,3,1,3,1,3.0,6000.0,3000.0,1,110,3000.0,9000.0
360,310,4,16,1919,8,4,1919,1919,1,3,1,3,1.0,3000.0,6000.0,1,110,-3000.0,9000.0
350,640,5,14,1919,10,11,1922,1919,1,3,1,3,3.0,30000.0,20000.0,2,1246,10000.0,50000.0
350,640,5,14,1919,10,11,1922,1920,1,3,1,3,3.0,30000.0,20000.0,3,1246,10000.0,50000.0
350,640,5,14,1919,10,11,1922,1921,1,3,1,3,3.0,30000.0,20000.0,4,1246,10000.0,50000.0
350,640,5,14,1919,10,11,1922,1922,1,3,1,3,3.0,30000.0,20000.0,1,1246,10000.0,50000.0
640,350,5,14,1919,10,11,1922,1919,3,1,3,1,1.0,20000.0,30000.0,4,1246,-10000.0,50000.0
640,350,5,14,1919,10,11,1922,1920,3,1,3,1,1.0,20000.0,30000.0,2,1246,-10000.0,50000.0
640,350,5,14,1919,10,11,1922,1921,3,1,3,1,1.0,20000.0,30000.0,1,1246,-10000.0,50000.0
640,350,5,14,1919,10,11,1922,1922,3,1,3,1,1.0,20000.0,30000.0,3,1246,-10000.0,50000.0
220,640,11,1,1919,10,20,1921,1919,1,3,1,3,1.0,5000.0,35000.0,3,719,-30000.0,40000.0
220,640,11,1,1919,10,20,1921,1920,1,3,1,3,1.0,5000.0,35000.0,1,719,-30000.0,40000.0
220,640,11,1,1919,10,20,1921,1921,1,3,1,3,1.0,5000.0,35000.0,2,719,-30000.0,40000.0
640,220,11,1,1919,10,20,1921,1919,3,1,3,1,3.0,35000.0,5000.0,3,719,30000.0,40000.0
640,220,11,1,1919,10,20,1921,1920,3,1,3,1,3.0,35000.0,5000.0,2,719,30000.0,40000.0
640,220,11,1,1919,10,20,1921,1921,3,1,3,1,3.0,35000.0,5000.0,1,719,30000.0,40000.0
290,368,7,15,1920,11,29,1920,1920,1,3,1,3,1.0,500.0,500.0,1,137,0.0,1000.0
368,290,7,15,1920,11,29,1920,1920,3,1,3,1,3.0,500.0,500.0,1,137,0.0,1000.0
365,710,8,17,1929,12,3,1929,1929,1,3,1,3,1.0,200.0,3000.0,1,108,-2800.0,3200.0
710,365,8,17,1929,12,3,1929,1929,3,1,1,1,3.0,3000.0,200.0,1,108,2800.0,3200.0
710,740,9,18,1931,5,22,1933,1931,3,1,3,1,3.0,50000.0,10000.0,3,612,40000.0,60000.0
710,740,9,18,1931,5,22,1933,1932,3,1,3,1,3.0,50000.0,10000.0,2,612,40000.0,60000.0
710,740,9,18,1931,5,22,1933,1933,3,1,3,1,3.0,50000.0,10000.0,1,612,40000.0,60000.0
740,710,9,18,1931,5,22,1933,1931,1,3,1,3,1.0,10000.0,50000.0,2,612,-40000.0,60000.0
740,710,9,18,1931,5,22,1933,1932,1,3,1,3,1.0,10000.0,50000.0,3,612,-40000.0,60000.0
740,710,9,18,1931,5,22,1933,1933,1,3,1,3,1.0,10000.0,50000.0,1,612,-40000.0,60000.0
145,150,6,15,1932,6,12,1935,1932,1,3,1,3,1.0,56661.0,36000.0,4,1092,20661.0,92661.0
145,150,6,15,1932,6,12,1935,1933,1,3,1,3,1.0,56661.0,36000.0,2,1092,20661.0,92661.0
145,150,6,15,1932,6,12,1935,1934,1,3,1,3,1.0,56661.0,36000.0,3,1092,20661.0,92661.0
145,150,6,15,1932,6,12,1935,1935,1,3,1,3,1.0,56661.0,36000.0,1,1092,20661.0,92661.0
150,145,6,15,1932,6,12,1935,1932,3,1,3,1,3.0,36000.0,56661.0,4,1092,-20661.0,92661.0
150,145,6,15,1932,6,12,1935,1933,3,1,3,1,3.0,36000.0,56661.0,2,1092,-20661.0,92661.0
150,145,6,15,1932,6,12,1935,1934,3,1,3,1,3.0,36000.0,56661.0,1,1092,-20661.0,92661.0
150,145,6,15,1932,6,12,1935,1935,3,1,3,1,3.0,36000.0,56661.0,3,1092,-20661.0,92661.0
670,678,3,20,1934,5,12,1934,1934,1,3,1,3,1.0,100.0,2000.0,1,53,-1900.0,2100.0
678,670,3,20,1934,5,12,1934,1934,3,1,3,1,3.0,2000.0,100.0,1,53,1900.0,2100.0
325,530,10,3,1935,5,5,1936,1935,1,3,1,3,1.0,4000.0,16000.0,2,215,-12000.0,20000.0
325,530,10,3,1935,5,5,1936,1936,1,3,1,3,1.0,4000.0,16000.0,1,215,-12000.0,20000.0
530,325,10,3,1935,5,5,1936,1935,3,1,3,1,3.0,16000.0,4000.0,2,215,12000.0,20000.0
530,325,10,3,1935,5,5,1936,1936,3,1,3,1,3.0,16000.0,4000.0,1,215,12000.0,20000.0
710,740,7,7,1937,8,15,1945,1937,3,1,3,1,3.0,750000.0,250000.0,8,2961,500000.0,1000000.0
710,740,7,7,1937,8,15,1945,1938,3,1,3,1,3.0,750000.0,250000.0,7,2961,500000.0,1000000.0
710,740,7,7,1937,8,15,1945,1939,3,1,3,1,3.0,750000.0,250000.0,1,2961,500000.0,1000000.0
710,740,7,7,1937,8,15,1945,1940,3,1,3,1,3.0,750000.0,250000.0,9,2961,500000.0,1000000.0
710,740,7,7,1937,8,15,1945,1941,3,1,3,1,3.0,750000.0,250000.0,2,2961,500000.0,1000000.0
710,740,7,7,1937,8,15,1945,1942,3,1,3,1,3.0,750000.0,250000.0,4,2961,500000.0,1000000.0
710,740,7,7,1937,8,15,1945,1943,3,1,3,1,3.0,750000.0,250000.0,6,2961,500000.0,1000000.0
710,740,7,7,1937,8,15,1945,1944,3,1,3,1,3.0,750000.0,250000.0,5,2961,500000.0,1000000.0
710,740,7,7,1937,8,15,1945,1945,3,1,3,1,3.0,750000.0,250000.0,3,2961,500000.0,1000000.0
740,710,7,7,1937,8,15,1945,1937,1,3,1,3,1.0,250000.0,750000.0,7,2961,-500000.0,1000000.0
740,710,7,7,1937,8,15,1945,1938,1,3,1,3,1.0,250000.0,750000.0,9,2961,-500000.0,1000000.0
740,710,7,7,1937,8,15,1945,1939,1,3,1,3,1.0,250000.0,750000.0,3,2961,-500000.0,1000000.0
740,710,7,7,1937,8,15,1945,1940,1,3,1,3,1.0,250000.0,750000.0,2,2961,-500000.0,1000000.0
740,710,7,7,1937,8,15,1945,1941,1,3,1,3,1.0,250000.0,750000.0,5,2961,-500000.0,1000000.0
740,710,7,7,1937,8,15,1945,1942,1,3,1,3,1.0,250000.0,750000.0,6,2961,-500000.0,1000000.0
740,710,7,7,1937,8,15,1945,1943,1,3,1,3,1.0,250000.0,750000.0,4,2961,-500000.0,1000000.0
740,710,7,7,1937,8,15,1945,1944,1,3,1,3,1.0,250000.0,750000.0,8,2961,-500000.0,1000000.0
740,710,7,7,1937,8,15,1945,1945,1,3,1,3,1.0,250000.0,750000.0,1,2961,-500000.0,1000000.0
365,740,7,29,1938,8,11,1938,1938,3,1,3,1,1.0,1200.0,526.0,1,13,674.0,1726.0
740,365,7,29,1938,8,11,1938,1938,1,3,3,1,3.0,526.0,1200.0,1,13,-674.0,1726.0
365,740,5,22,1939,9,16,1939,1939,3,1,3,1,1.0,5000.0,20000.0,1,117,-15000.0,25000.0
740,365,5,22,1939,9,16,1939,1939,1,3,1,3,3.0,20000.0,5000.0,1,117,15000.0,25000.0
712,740,5,11,1939,9,16,1939,1939,3,1,3,1,1.0,3000.0,20000.0,1,128,-17000.0,23000.0
740,712,5,11,1939,9,16,1939,1939,1,3,1,3,3.0,20000.0,3000.0,1,128,17000.0,23000.0
290,365,9,17,1939,10,1,1939,1939,3,2,3,1,3.0,2000.0,1500.0,1,14,500.0,3500.0
365,290,9,17,1939,10,1,1939,1939,2,3,1,3,1.0,1500.0,2000.0,1,14,-500.0,3500.0
325,920,12,9,1940,9,3,1943,1940,2,4,3,1,3.0,174500.0,12200.0,1,998,162300.0,186700.0
325,920,12,9,1940,9,3,1943,1941,2,4,3,1,3.0,174500.0,12200.0,2,998,162300.0,186700.0
325,920,12,9,1940,9,3,1943,1942,2,4,3,1,3.0,174500.0,12200.0,3,998,162300.0,186700.0
325,920,12,9,1940,9,3,1943,1943,2,4,3,1,3.0,174500.0,12200.0,4,998,162300.0,186700.0
920,325,12,10,1940,9,3,1943,1940,4,2,1,3,1.0,12200.0,174500.0,1,997,-162300.0,186700.0
920,325,12,10,1940,9,3,1943,1941,4,2,1,3,1.0,12200.0,174500.0,2,997,-162300.0,186700.0
920,325,12,10,1940,9,3,1943,1942,4,2,1,3,1.0,12200.0,174500.0,4,997,-162300.0,186700.0
920,325,12,10,1940,9,3,1943,1943,4,2,1,3,1.0,12200.0,174500.0,3,997,-162300.0,186700.0
325,900,12,10,1940,9,3,1943,1940,2,4,3,1,3.0,174500.0,33826.0,4,997,140674.0,208326.0
325,900,12,10,1940,9,3,1943,1941,2,4,3,1,3.0,174500.0,33826.0,3,997,140674.0,208326.0
325,900,12,10,1940,9,3,1943,1942,2,4,3,1,3.0,174500.0,33826.0,2,997,140674.0,208326.0
325,900,12,10,1940,9,3,1943,1943,2,4,3,1,3.0,174500.0,33826.0,1,997,140674.0,208326.0
900,325,12,9,1940,9,3,1943,1940,4,2,1,3,1.0,33826.0,174500.0,3,998,-140674.0,208326.0
900,325,12,9,1940,9,3,1943,1941,4,2,1,3,1.0,33826.0,174500.0,4,998,-140674.0,208326.0
900,325,12,9,1940,9,3,1943,1942,4,2,1,3,1.0,33826.0,174500.0,1,998,-140674.0,208326.0
900,325,12,9,1940,9,3,1943,1943,4,2,1,3,1.0,33826.0,174500.0,2,998,-140674.0,208326.0
310,345,4,6,1941,4,17,1941,1941,2,3,1,3,1.0,136000.0,305000.0,1,11,-169000.0,441000.0
345,310,4,6,1941,4,17,1941,1941,4,2,3,1,3.0,305000.0,136000.0,1,11,169000.0,441000.0
220,325,6,21,1940,6,25,1940,1940,4,2,3,1,3.0,210824.0,174500.0,1,4,36324.0,385324.0
325,220,6,21,1940,6,21,1940,1940,2,4,1,3,3.0,174500.0,210824.0,1,0,-36324.0,385324.0
230,365,10,31,1941,2,20,1944,1941,2,4,1,3,3.0,950.0,7500000.0,1,842,-7499050.0,7500950.0
230,365,10,31,1941,2,20,1944,1942,2,4,1,3,3.0,950.0,7500000.0,4,842,-7499050.0,7500950.0
230,365,10,31,1941,2,20,1944,1943,2,4,1,3,3.0,950.0,7500000.0,3,842,-7499050.0,7500950.0
230,365,10,31,1941,2,20,1944,1944,2,4,1,3,3.0,950.0,7500000.0,2,842,-7499050.0,7500950.0
365,230,10,31,1941,2,20,1944,1941,4,2,3,1,1.0,7500000.0,950.0,1,842,7499050.0,7500950.0
365,230,10,31,1941,2,20,1944,1942,4,2,3,1,1.0,7500000.0,950.0,3,842,7499050.0,7500950.0
365,230,10,31,1941,2,20,1944,1943,4,2,3,1,1.0,7500000.0,950.0,4,842,7499050.0,7500950.0
365,230,10,31,1941,2,20,1944,1944,4,2,3,1,1.0,7500000.0,950.0,2,842,7499050.0,7500950.0
20,325,7,10,1943,9,3,1943,1943,4,2,1,3,1.0,41992.0,174500.0,1,55,-132508.0,216492.0
325,20,7,10,1943,9,3,1943,1943,2,4,3,1,3.0,174500.0,41992.0,1,55,132508.0,216492.0
325,560,12,6,1940,9,3,1943,1940,2,4,3,1,3.0,174500.0,8700.0,3,1001,165800.0,183200.0
325,560,12,6,1940,9,3,1943,1941,2,4,3,1,3.0,174500.0,8700.0,2,1001,165800.0,183200.0
325,560,12,6,1940,9,3,1943,1942,2,4,3,1,3.0,174500.0,8700.0,4,1001,165800.0,183200.0
325,560,12,6,1940,9,3,1943,1943,2,4,3,1,3.0,174500.0,8700.0,1,1001,165800.0,183200.0
560,325,12,6,1940,9,3,1943,1940,4,2,1,3,1.0,8700.0,174500.0,3,1001,-165800.0,183200.0
560,325,12,6,1940,9,3,1943,1941,4,2,1,3,1.0,8700.0,174500.0,1,1001,-165800.0,183200.0
560,325,12,6,1940,9,3,1943,1942,4,2,1,3,1.0,8700.0,174500.0,4,1001,-165800.0,183200.0
560,325,12,6,1940,9,3,1943,1943,4,2,1,3,1.0,8700.0,174500.0,2,1001,-165800.0,183200.0
365,740,8,9,1945,8,15,1945,1945,4,2,1,3,1.0,7500000.0,1740000.0,1,6,5760000.0,9240000.0
740,365,8,9,1945,8,15,1945,1945,2,4,3,1,3.0,1740000.0,7500000.0,1,6,-5760000.0,9240000.0
712,740,8,9,1945,8,15,1945,1945,4,1,1,3,1.0,3000.0,1740000.0,1,6,-1737000.0,1743000.0
740,712,8,9,1945,8,15,1945,1945,2,4,3,1,3.0,1740000.0,3000.0,1,6,1737000.0,1743000.0
140,255,7,16,1944,5,7,1945,1944,4,1,1,3,1.0,1000.0,3500000.0,2,295,-3499000.0,3501000.0
140,255,7,16,1944,5,7,1945,1945,4,1,1,3,1.0,1000.0,3500000.0,1,295,-3499000.0,3501000.0
255,140,7,16,1944,5,7,1945,1944,1,4,3,1,3.0,3500000.0,1000.0,2,295,3499000.0,3501000.0
255,140,7,16,1944,5,7,1945,1945,1,4,3,1,3.0,3500000.0,1000.0,1,295,3499000.0,3501000.0
365,375,7,10,1941,9,19,1944,1941,4,2,3,1,1.0,7500000.0,65000.0,2,1167,7435000.0,7565000.0
365,375,7,10,1941,9,19,1944,1942,4,2,3,1,1.0,7500000.0,65000.0,3,1167,7435000.0,7565000.0
365,375,7,10,1941,9,19,1944,1943,4,2,3,1,1.0,7500000.0,65000.0,1,1167,7435000.0,7565000.0
365,375,7,10,1941,9,19,1944,1944,4,2,3,1,1.0,7500000.0,65000.0,4,1167,7435000.0,7565000.0
375,365,7,10,1941,9,19,1944,1941,2,4,1,3,3.0,65000.0,7500000.0,2,1167,-7435000.0,7565000.0
375,365,7,10,1941,9,19,1944,1942,2,4,1,3,3.0,65000.0,7500000.0,1,1167,-7435000.0,7565000.0
375,365,7,10,1941,9,19,1944,1943,2,4,1,3,3.0,65000.0,7500000.0,3,1167,-7435000.0,7565000.0
375,365,7,10,1941,9,19,1944,1944,2,4,1,3,3.0,65000.0,7500000.0,4,1167,-7435000.0,7565000.0
2,740,12,7,1941,8,15,1945,1941,4,2,3,1,1.0,405400.0,1740000.0,2,1347,-1334600.0,2145400.0
2,740,12,7,1941,8,15,1945,1942,4,2,3,1,1.0,405400.0,1740000.0,4,1347,-1334600.0,2145400.0
2,740,12,7,1941,8,15,1945,1943,4,2,3,1,1.0,405400.0,1740000.0,3,1347,-1334600.0,2145400.0
2,740,12,7,1941,8,15,1945,1944,4,2,3,1,1.0,405400.0,1740000.0,1,1347,-1334600.0,2145400.0
2,740,12,7,1941,8,15,1945,1945,4,2,3,1,1.0,405400.0,1740000.0,5,1347,-1334600.0,2145400.0
740,2,12,7,1941,8,15,1945,1941,2,4,1,3,3.0,1740000.0,405400.0,1,1347,1334600.0,2145400.0
740,2,12,7,1941,8,15,1945,1942,2,4,1,3,3.0,1740000.0,405400.0,3,1347,1334600.0,2145400.0
740,2,12,7,1941,8,15,1945,1943,2,4,1,3,3.0,1740000.0,405400.0,4,1347,1334600.0,2145400.0
740,2,12,7,1941,8,15,1945,1944,2,4,1,3,3.0,1740000.0,405400.0,2,1347,1334600.0,2145400.0
740,2,12,7,1941,8,15,1945,1945,2,4,1,3,3.0,1740000.0,405400.0,5,1347,1334600.0,2145400.0
20,740,12,8,1941,8,15,1945,1941,4,2,3,1,1.0,41992.0,1740000.0,5,1346,-1698008.0,1781992.0
20,740,12,8,1941,8,15,1945,1942,4,2,3,1,1.0,41992.0,1740000.0,1,1346,-1698008.0,1781992.0
20,740,12,8,1941,8,15,1945,1943,4,2,3,1,1.0,41992.0,1740000.0,2,1346,-1698008.0,1781992.0
20,740,12,8,1941,8,15,1945,1944,4,2,3,1,1.0,41992.0,1740000.0,3,1346,-1698008.0,1781992.0
20,740,12,8,1941,8,15,1945,1945,4,2,3,1,1.0,41992.0,1740000.0,4,1346,-1698008.0,1781992.0
740,20,12,8,1941,8,15,1945,1941,2,4,1,3,3.0,1740000.0,41992.0,3,1346,1698008.0,1781992.0
740,20,12,8,1941,8,15,1945,1942,2,4,1,3,3.0,1740000.0,41992.0,2,1346,1698008.0,1781992.0
740,20,12,8,1941,8,15,1945,1943,2,4,1,3,3.0,1740000.0,41992.0,1,1346,1698008.0,1781992.0
740,20,12,8,1941,8,15,1945,1944,2,4,1,3,3.0,1740000.0,41992.0,5,1346,1698008.0,1781992.0
740,20,12,8,1941,8,15,1945,1945,2,4,1,3,3.0,1740000.0,41992.0,4,1346,1698008.0,1781992.0
255,365,6,22,1941,5,7,1945,1941,1,4,1,3,3.0,3500000.0,7500000.0,5,1415,-4000000.0,11000000.0
255,365,6,22,1941,5,7,1945,1942,1,4,1,3,3.0,3500000.0,7500000.0,1,1415,-4000000.0,11000000.0
255,365,6,22,1941,5,7,1945,1943,1,4,1,3,3.0,3500000.0,7500000.0,2,1415,-4000000.0,11000000.0
255,365,6,22,1941,5,7,1945,1944,1,4,1,3,3.0,3500000.0,7500000.0,3,1415,-4000000.0,11000000.0
255,365,6,22,1941,5,7,1945,1945,1,4,1,3,3.0,3500000.0,7500000.0,4,1415,-4000000.0,11000000.0
365,255,6,22,1941,5,7,1945,1941,4,1,3,1,1.0,7500000.0,3500000.0,3,1415,4000000.0,11000000.0
365,255,6,22,1941,5,7,1945,1942,4,1,3,1,1.0,7500000.0,3500000.0,2,1415,4000000.0,11000000.0
365,255,6,22,1941,5,7,1945,1943,4,1,3,1,1.0,7500000.0,3500000.0,1,1415,4000000.0,11000000.0
365,255,6,22,1941,5,7,1945,1944,4,1,3,1,1.0,7500000.0,3500000.0,4,1415,4000000.0,11000000.0
365,255,6,22,1941,5,7,1945,1945,4,1,3,1,1.0,7500000.0,3500000.0,5,1415,4000000.0,11000000.0
560,740,12,10,1941,8,15,1945,1941,4,2,1,3,1.0,8700.0,1740000.0,3,1344,-1731300.0,1748700.0
560,740,12,10,1941,8,15,1945,1942,4,2,1,3,1.0,8700.0,1740000.0,5,1344,-1731300.0,1748700.0
560,740,12,10,1941,8,15,1945,1943,4,2,1,3,1.0,8700.0,1740000.0,2,1344,-1731300.0,1748700.0
560,740,12,10,1941,8,15,1945,1944,4,2,1,3,1.0,8700.0,1740000.0,1,1344,-1731300.0,1748700.0
560,740,12,10,1941,8,15,1945,1945,4,2,1,3,1.0,8700.0,1740000.0,4,1344,-1731300.0,1748700.0
740,560,12,10,1941,8,15,1945,1941,2,4,3,1,3.0,1740000.0,8700.0,5,1344,1731300.0,1748700.0
740,560,12,10,1941,8,15,1945,1942,2,4,3,1,3.0,1740000.0,8700.0,3,1344,1731300.0,1748700.0
740,560,12,10,1941,8,15,1945,1943,2,4,3,1,3.0,1740000.0,8700.0,4,1344,1731300.0,1748700.0
740,560,12,10,1941,8,15,1945,1944,2,4,3,1,3.0,1740000.0,8700.0,1,1344,1731300.0,1748700.0
740,560,12,10,1941,8,15,1945,1945,2,4,3,1,3.0,1740000.0,8700.0,2,1344,1731300.0,1748700.0
2,255,2,19,1943,5,7,1945,1943,4,1,3,1,1.0,405400.0,3500000.0,1,808,-3094600.0,3905400.0
2,255,2,19,1943,5,7,1945,1944,4,1,3,1,1.0,405400.0,3500000.0,2,808,-3094600.0,3905400.0
2,255,2,19,1943,5,7,1945,1945,4,1,3,1,1.0,405400.0,3500000.0,3,808,-3094600.0,3905400.0
255,2,2,19,1943,5,7,1945,1943,1,4,1,3,3.0,3500000.0,405400.0,3,808,3094600.0,3905400.0
255,2,2,19,1943,5,7,1945,1944,1,4,1,3,3.0,3500000.0,405400.0,2,808,3094600.0,3905400.0
255,2,2,19,1943,5,7,1945,1945,1,4,1,3,3.0,3500000.0,405400.0,1,808,3094600.0,3905400.0
2,325,7,10,1943,9,3,1943,1943,4,2,1,3,1.0,405400.0,174500.0,1,55,230900.0,579900.0
325,2,7,10,1943,9,3,1943,1943,2,3,3,1,3.0,174500.0,405400.0,1,55,-230900.0,579900.0
200,740,12,8,1941,8,15,1945,1941,4,2,3,1,1.0,418765.0,1740000.0,2,1346,-1321235.0,2158765.0
200,740,12,8,1941,8,15,1945,1942,4,2,3,1,1.0,418765.0,1740000.0,5,1346,-1321235.0,2158765.0
200,740,12,8,1941,8,15,1945,1943,4,2,3,1,1.0,418765.0,1740000.0,3,1346,-1321235.0,2158765.0
200,740,12,8,1941,8,15,1945,1944,4,2,3,1,1.0,418765.0,1740000.0,4,1346,-1321235.0,2158765.0
200,740,12,8,1941,8,15,1945,1945,4,2,3,1,1.0,418765.0,1740000.0,1,1346,-1321235.0,2158765.0
