statea,stateb,warstrtmnth,warstrtday,warstrtyr,warendmnth,warenday,warendyr,year,warolea,waroleb,wardyadrolea,wardyadroleb,outcomea,batdtha,batdthb,durindx,diff_in_days,diff_in_deaths,total_battle_dths
817,816,2,7,1965,4,30,1975,1975,1,3,3,1,1.0,254257.0,700000.0,8,3734,-445743.0,954257.0
816,840,10,1,1966,12,13,1969,1966,3,2,3,1,3.0,700000.0,1000.0,4,1169,699000.0,701000.0
816,840,10,1,1966,12,13,1969,1967,3,2,3,1,3.0,700000.0,1000.0,1,1169,699000.0,701000.0
816,840,10,1,1966,12,13,1969,1968,3,2,3,1,3.0,700000.0,1000.0,2,1169,699000.0,701000.0
816,840,10,1,1966,12,13,1969,1969,3,2,3,1,3.0,700000.0,1000.0,3,1169,699000.0,701000.0
840,816,10,1,1966,12,13,1969,1966,2,3,1,3,1.0,1000.0,700000.0,1,1169,-699000.0,701000.0
840,816,10,1,1966,12,13,1969,1967,2,3,1,3,1.0,1000.0,700000.0,3,1169,-699000.0,701000.0
840,816,10,1,1966,12,13,1969,1968,2,3,1,3,1.0,1000.0,700000.0,4,1169,-699000.0,701000.0
840,816,10,1,1966,12,13,1969,1969,2,3,1,3,1.0,1000.0,700000.0,2,1169,-699000.0,701000.0
816,900,6,27,1965,3,12,1972,1965,3,2,3,1,3.0,700000.0,494.0,2,2450,699506.0,700494.0
816,900,6,27,1965,3,12,1972,1966,3,2,3,1,3.0,700000.0,494.0,6,2450,699506.0,700494.0
816,900,6,27,1965,3,12,1972,1967,3,2,3,1,3.0,700000.0,494.0,1,2450,699506.0,700494.0
816,900,6,27,1965,3,12,1972,1968,3,2,3,1,3.0,700000.0,494.0,5,2450,699506.0,700494.0
816,900,6,27,1965,3,12,1972,1969,3,2,3,1,3.0,700000.0,494.0,8,2450,699506.0,700494.0
816,900,6,27,1965,3,12,1972,1970,3,2,3,1,3.0,700000.0,494.0,7,2450,699506.0,700494.0
816,900,6,27,1965,3,12,1972,1971,3,2,3,1,3.0,700000.0,494.0,4,2450,699506.0,700494.0
816,900,6,27,1965,3,12,1972,1972,3,2,3,1,3.0,700000.0,494.0,3,2450,699506.0,700494.0
900,816,6,27,1965,3,12,1972,1965,2,3,1,3,1.0,494.0,700000.0,3,2450,-699506.0,700494.0
900,816,6,27,1965,3,12,1972,1966,2,3,1,3,1.0,494.0,700000.0,7,2450,-699506.0,700494.0
900,816,6,27,1965,3,12,1972,1967,2,3,1,3,1.0,494.0,700000.0,1,2450,-699506.0,700494.0
900,816,6,27,1965,3,12,1972,1968,2,3,1,3,1.0,494.0,700000.0,5,2450,-699506.0,700494.0
900,816,6,27,1965,3,12,1972,1969,2,3,1,3,1.0,494.0,700000.0,8,2450,-699506.0,700494.0
900,816,6,27,1965,3,12,1972,1970,2,3,1,3,1.0,494.0,700000.0,4,2450,-699506.0,700494.0
900,816,6,27,1965,3,12,1972,1971,2,3,1,3,1.0,494.0,700000.0,6,2450,-699506.0,700494.0
900,816,6,27,1965,3,12,1972,1972,2,3,1,3,1.0,494.0,700000.0,2,2450,-699506.0,700494.0
750,770,8,5,1965,9,23,1965,1965,3,1,3,1,3.0,3261.0,3800.0,1,49,-539.0,7061.0
770,750,8,5,1965,9,23,1965,1965,1,3,1,3,1.0,3800.0,3261.0,1,49,539.0,7061.0
645,666,6,5,1967,6,10,1967,1967,3,1,3,1,3.0,30.0,1000.0,1,5,-970.0,1030.0
666,645,6,5,1967,6,10,1967,1967,1,3,1,3,1.0,1000.0,30.0,1,5,970.0,1030.0
651,666,6,5,1967,6,10,1967,1967,3,1,3,1,3.0,10000.0,1000.0,1,5,9000.0,11000.0
666,651,6,5,1967,6,10,1967,1967,1,3,1,3,1.0,1000.0,10000.0,1,5,-9000.0,11000.0
652,666,6,5,1967,6,10,1967,1967,3,1,3,1,3.0,2500.0,1000.0,1,5,1500.0,3500.0
666,652,6,5,1967,6,10,1967,1967,1,3,1,3,1.0,1000.0,2500.0,1,5,-1500.0,3500.0
663,666,6,5,1967,6,10,1967,1967,3,1,3,1,3.0,10000.0,1000.0,1,5,9000.0,11000.0
666,663,6,5,1967,6,10,1967,1967,1,3,1,3,1.0,1000.0,10000.0,1,5,-9000.0,11000.0
812,816,12,13,1967,4,17,1973,1967,3,1,3,1,3.0,11250.0,2250.0,7,1952,9000.0,13500.0
812,816,12,13,1967,4,17,1973,1968,3,1,3,1,3.0,11250.0,2250.0,2,1952,9000.0,13500.0
812,816,12,13,1967,4,17,1973,1969,3,1,3,1,3.0,11250.0,2250.0,5,1952,9000.0,13500.0
812,816,12,13,1967,4,17,1973,1970,3,1,3,1,3.0,11250.0,2250.0,4,1952,9000.0,13500.0
812,816,12,13,1967,4,17,1973,1971,3,1,3,1,3.0,11250.0,2250.0,1,1952,9000.0,13500.0
812,816,12,13,1967,4,17,1973,1972,3,1,3,1,3.0,11250.0,2250.0,6,1952,9000.0,13500.0
812,816,12,13,1967,4,17,1973,1973,3,1,3,1,3.0,11250.0,2250.0,3,1952,9000.0,13500.0
816,812,12,13,1967,4,17,1973,1967,1,3,1,3,1.0,2250.0,11250.0,1,1952,-9000.0,13500.0
816,812,12,13,1967,4,17,1973,1968,1,3,1,3,1.0,2250.0,11250.0,6,1952,-9000.0,13500.0
816,812,12,13,1967,4,17,1973,1969,1,3,1,3,1.0,2250.0,11250.0,5,1952,-9000.0,13500.0
816,812,12,13,1967,4,17,1973,1970,1,3,1,3,1.0,2250.0,11250.0,4,1952,-9000.0,13500.0
816,812,12,13,1967,4,17,1973,1971,1,3,1,3,1.0,2250.0,11250.0,3,1952,-9000.0,13500.0
816,812,12,13,1967,4,17,1973,1972,1,3,1,3,1.0,2250.0,11250.0,7,1952,-9000.0,13500.0
816,812,12,13,1967,4,17,1973,1973,1,3,1,3,1.0,2250.0,11250.0,2,1952,-9000.0,13500.0
651,666,3,8,1969,8,7,1970,1969,1,3,1,3,2.0,368.0,5000.0,1,517,-4632.0,5368.0
651,666,3,8,1969,8,7,1970,1970,1,3,1,3,2.0,368.0,5000.0,2,517,-4632.0,5368.0
666,651,3,8,1969,8,7,1970,1969,3,1,3,1,2.0,5000.0,368.0,1,517,4632.0,5368.0
666,651,3,8,1969,8,7,1970,1970,3,1,3,1,2.0,5000.0,368.0,2,517,4632.0,5368.0
91,92,7,14,1969,7,18,1969,1969,3,1,3,1,3.0,1200.0,700.0,1,4,500.0,1900.0
92,91,7,14,1969,7,18,1969,1969,1,3,1,3,1.0,700.0,1200.0,1,4,-500.0,1900.0
811,816,3,23,1970,12,3,1971,1970,3,1,3,1,2.0,5000.0,400.0,1,620,4600.0,5400.0
811,816,3,23,1970,12,3,1971,1971,3,1,3,1,2.0,5000.0,400.0,2,620,4600.0,5400.0
816,811,3,23,1970,12,3,1971,1970,1,3,1,3,2.0,400.0,5000.0,1,620,-4600.0,5400.0
816,811,3,23,1970,12,3,1971,1971,1,3,1,3,2.0,400.0,5000.0,2,620,-4600.0,5400.0
750,770,12,3,1971,12,16,1971,1971,3,1,3,1,1.0,3241.0,7982.0,1,13,-4741.0,11223.0
770,750,12,3,1971,12,16,1971,1971,1,3,1,3,3.0,7982.0,3241.0,1,13,4741.0,11223.0
645,666,10,12,1973,10,19,1973,1973,2,3,1,3,2.0,3500.0,278.0,1,7,3222.0,3778.0
666,645,10,12,1973,10,19,1973,1973,3,2,3,2,2.0,278.0,3500.0,1,7,-3222.0,3778.0
651,666,10,6,1973,10,24,1973,1973,1,3,1,3,3.0,7700.0,2838.0,1,18,4862.0,10538.0
666,651,10,6,1973,10,24,1973,1973,3,1,3,1,1.0,2838.0,7700.0,1,18,-4862.0,10538.0
652,666,10,6,1973,10,22,1973,1973,1,3,1,3,3.0,3500.0,2838.0,1,16,662.0,6338.0
666,652,10,6,1973,10,22,1973,1973,3,1,3,1,1.0,2838.0,3500.0,1,16,-662.0,6338.0
663,666,10,16,1973,10,19,1973,1973,2,3,1,3,2.0,3500.0,23.0,1,3,3477.0,3523.0
666,663,10,16,1973,10,19,1973,1973,3,2,3,1,2.0,23.0,3500.0,1,3,-3477.0,3523.0
666,670,10,14,1973,10,19,1973,1973,3,2,3,1,2.0,100.0,3500.0,1,5,-3400.0,3600.0
670,666,10,14,1973,10,19,1973,1973,2,3,1,3,2.0,3500.0,100.0,1,5,3400.0,3600.0
350,640,7,23,1974,8,16,1978,1974,4,1,3,1,3.0,700000.0,316579.0,1,1485,383421.0,1016579.0
640,350,7,23,1974,8,16,1978,1974,1,4,1,3,1.0,700000.0,316579.0,1,1485,383421.0,1016579.0
352,640,7,23,1974,8,16,1974,1974,3,2,3,1,3.0,500.0,1000.0,1,24,-500.0,1500.0
640,352,7,23,1974,8,16,1974,1974,2,3,1,3,1.0,1000.0,500.0,1,24,500.0,1500.0
40,490,10,23,1975,2,12,1976,1975,3,2,3,1,2.0,1500.0,100.0,2,112,1400.0,1600.0
40,490,10,23,1975,2,12,1976,1976,3,2,3,1,2.0,1500.0,100.0,1,112,1400.0,1600.0
490,40,10,23,1975,2,12,1976,1975,2,3,3,1,2.0,100.0,1500.0,2,112,-1400.0,1600.0
490,40,10,23,1975,2,12,1976,1976,2,3,3,1,2.0,100.0,1500.0,1,112,-1400.0,1600.0
40,560,10,23,1975,2,12,1976,1975,3,1,3,1,2.0,1500.0,100.0,3,112,1400.0,1600.0
40,560,10,23,1975,2,12,1976,1976,3,1,3,1,2.0,1500.0,100.0,4,112,1400.0,1600.0
40,560,8,4,1987,6,27,1988,1987,1,3,3,1,2.0,700000.0,316579.0,1,328,383421.0,1016579.0
40,560,8,4,1987,6,27,1988,1988,1,3,3,1,2.0,700000.0,316579.0,2,328,383421.0,1016579.0
560,40,10,23,1975,2,12,1976,1975,1,3,1,3,2.0,100.0,1500.0,1,112,-1400.0,1600.0
560,40,10,23,1975,2,12,1976,1976,1,3,1,3,2.0,100.0,1500.0,4,112,-1400.0,1600.0
560,40,8,4,1987,6,27,1988,1987,3,1,1,3,2.0,700000.0,316579.0,3,328,383421.0,1016579.0
560,40,8,4,1987,6,27,1988,1988,3,1,1,3,2.0,700000.0,316579.0,2,328,383421.0,1016579.0
490,540,11,11,1975,2,12,1976,1975,2,4,1,3,2.0,100.0,1000.0,2,93,-900.0,1100.0
490,540,11,11,1975,2,12,1976,1976,2,4,1,3,2.0,100.0,1000.0,1,93,-900.0,1100.0
540,490,11,11,1975,2,12,1976,1975,4,2,3,1,2.0,1000.0,100.0,2,93,900.0,1100.0
540,490,11,11,1975,2,12,1976,1976,4,2,3,1,2.0,1000.0,100.0,1,93,900.0,1100.0
540,560,11,11,1975,2,12,1976,1975,4,1,3,1,2.0,1000.0,100.0,3,93,900.0,1100.0
540,560,11,11,1975,2,12,1976,1976,4,1,3,1,2.0,1000.0,100.0,4,93,900.0,1100.0
540,560,8,4,1987,6,27,1988,1987,2,3,3,1,2.0,1000.0,100.0,1,328,900.0,1100.0
540,560,8,4,1987,6,27,1988,1988,2,3,3,1,2.0,1000.0,100.0,2,328,900.0,1100.0
560,540,11,11,1975,2,12,1976,1975,1,4,1,3,2.0,100.0,1000.0,1,93,-900.0,1100.0
560,540,11,11,1975,2,12,1976,1976,4,1,3,1,2.0,100.0,1000.0,3,93,-900.0,1100.0
560,540,8,4,1987,6,27,1988,1987,3,2,1,3,2.0,100.0,1000.0,4,328,-900.0,1100.0
560,540,8,4,1987,6,27,1988,1988,3,2,1,3,2.0,100.0,1000.0,2,328,-900.0,1100.0
40,520,1,22,1978,3,9,1978,1978,4,1,1,3,1.0,1800.0,700.0,1,46,1100.0,2500.0
520,40,1,22,1978,3,9,1978,1978,1,4,3,1,3.0,700.0,1800.0,1,46,-1100.0,2500.0
520,530,7,23,1977,3,9,1978,1977,1,3,1,3,3.0,8000.0,1800.0,1,229,6200.0,9800.0
520,530,7,23,1977,3,9,1978,1978,1,3,1,3,3.0,8000.0,1800.0,2,229,6200.0,9800.0
530,520,7,23,1977,3,9,1978,1977,3,1,3,1,1.0,1800.0,8000.0,1,229,-6200.0,9800.0
530,520,7,23,1977,3,9,1978,1978,3,1,3,1,1.0,1800.0,8000.0,2,229,-6200.0,9800.0
811,816,9,24,1977,1,7,1979,1977,1,3,1,3,3.0,5000.0,3000.0,3,470,2000.0,8000.0
811,816,9,24,1977,1,7,1979,1978,1,3,1,3,3.0,5000.0,3000.0,1,470,2000.0,8000.0
811,816,9,24,1977,1,7,1979,1979,1,3,1,3,3.0,5000.0,3000.0,2,470,2000.0,8000.0
816,811,9,24,1977,1,7,1979,1977,3,1,3,1,1.0,3000.0,5000.0,2,470,-2000.0,8000.0
816,811,9,24,1977,1,7,1979,1978,3,1,3,1,1.0,3000.0,5000.0,3,470,-2000.0,8000.0
816,811,9,24,1977,1,7,1979,1979,3,1,3,1,1.0,3000.0,5000.0,1,470,-2000.0,8000.0
500,510,10,28,1978,4,11,1979,1978,1,3,1,3,1.0,1500.0,1000.0,2,165,500.0,2500.0
500,510,10,28,1978,4,11,1979,1979,1,3,1,3,1.0,1500.0,1000.0,1,165,500.0,2500.0
510,500,10,28,1978,4,11,1979,1978,3,1,3,1,3.0,1000.0,1500.0,1,165,-500.0,2500.0
510,500,10,28,1978,4,11,1979,1979,3,1,3,1,3.0,1000.0,1500.0,2,165,-500.0,2500.0
510,620,2,1,1979,4,11,1979,1979,3,2,3,1,1.0,1500.0,500.0,1,69,1000.0,2000.0
620,510,2,1,1979,4,11,1979,1979,2,3,1,3,3.0,500.0,1500.0,1,69,-1000.0,2000.0
710,816,2,17,1979,3,16,1979,1979,1,3,1,3,2.0,8000.0,13000.0,1,27,-5000.0,21000.0
816,710,2,17,1979,3,16,1979,1979,3,1,3,1,2.0,13000.0,8000.0,1,27,5000.0,21000.0
630,645,9,22,1980,7,31,1988,1980,3,1,3,1,2.0,500000.0,750000.0,2,2869,-250000.0,1250000.0
630,645,9,22,1980,7,31,1988,1981,3,1,3,1,2.0,500000.0,750000.0,9,2869,-250000.0,1250000.0
630,645,9,22,1980,7,31,1988,1982,3,1,3,1,2.0,500000.0,750000.0,8,2869,-250000.0,1250000.0
630,645,9,22,1980,7,31,1988,1983,3,1,3,1,2.0,500000.0,750000.0,4,2869,-250000.0,1250000.0
630,645,9,22,1980,7,31,1988,1984,3,1,3,1,2.0,500000.0,750000.0,3,2869,-250000.0,1250000.0
630,645,9,22,1980,7,31,1988,1985,3,1,3,1,2.0,500000.0,750000.0,7,2869,-250000.0,1250000.0
630,645,9,22,1980,7,31,1988,1986,3,1,3,1,2.0,500000.0,750000.0,5,2869,-250000.0,1250000.0
630,645,9,22,1980,7,31,1988,1987,3,1,3,1,2.0,500000.0,750000.0,6,2869,-250000.0,1250000.0
630,645,9,22,1980,7,31,1988,1988,3,1,3,1,2.0,500000.0,750000.0,1,2869,-250000.0,1250000.0
645,630,9,22,1980,7,31,1988,1980,1,3,1,3,2.0,750000.0,500000.0,5,2869,250000.0,1250000.0
645,630,9,22,1980,7,31,1988,1981,1,3,1,3,2.0,750000.0,500000.0,4,2869,250000.0,1250000.0
645,630,9,22,1980,7,31,1988,1982,1,3,1,3,2.0,750000.0,500000.0,1,2869,250000.0,1250000.0
645,630,9,22,1980,7,31,1988,1983,1,3,1,3,2.0,750000.0,500000.0,8,2869,250000.0,1250000.0
645,630,9,22,1980,7,31,1988,1984,1,3,1,3,2.0,750000.0,500000.0,9,2869,250000.0,1250000.0
645,630,9,22,1980,7,31,1988,1985,1,3,1,3,2.0,750000.0,500000.0,6,2869,250000.0,1250000.0
645,630,9,22,1980,7,31,1988,1986,1,3,1,3,2.0,750000.0,500000.0,7,2869,250000.0,1250000.0
645,630,9,22,1980,7,31,1988,1987,1,3,1,3,2.0,750000.0,500000.0,3,2869,250000.0,1250000.0
645,630,9,22,1980,7,31,1988,1988,1,3,1,3,2.0,750000.0,500000.0,2,2869,250000.0,1250000.0
160,200,4,25,1982,6,14,1982,1982,1,3,1,3,3.0,255.0,746.0,1,50,-491.0,1001.0
200,160,4,25,1982,6,14,1982,1982,3,1,3,1,1.0,746.0,255.0,1,50,491.0,1001.0
652,666,6,6,1982,6,10,1982,1982,3,1,3,1,2.0,1200.0,455.0,1,4,745.0,1655.0
666,652,6,6,1982,6,10,1982,1982,1,3,1,3,2.0,455.0,1200.0,1,4,-745.0,1655.0
483,620,1,5,1987,2,6,1987,1987,1,3,1,3,1.0,1000.0,7000.0,1,32,-6000.0,8000.0
620,483,1,5,1987,2,6,1987,1987,3,1,3,1,3.0,7000.0,1000.0,1,32,6000.0,8000.0
710,816,1,5,1987,2,6,1987,1987,1,3,1,3,2.0,2200.0,1000.0,1,32,1200.0,3200.0
816,710,1,5,1987,2,6,1987,1987,3,1,3,1,2.0,1000.0,2200.0,1,32,-1200.0,3200.0
2,645,1,16,1991,2,28,1991,1991,4,1,1,3,1.0,376.0,40000.0,1,43,-39624.0,40376.0
645,2,1,16,1991,2,28,1991,1991,1,4,3,1,3.0,40000.0,376.0,1,43,39624.0,40376.0
20,645,1,16,1991,2,28,1991,1991,4,1,1,3,1.0,0.0,40000.0,1,43,-40000.0,40000.0
645,20,1,16,1991,2,28,1991,1991,1,4,3,1,3.0,40000.0,0.0,1,43,40000.0,40000.0
200,645,1,17,1991,2,28,1991,1991,4,1,1,3,1.0,24.0,40000.0,1,42,-39976.0,40024.0
645,200,1,17,1991,2,28,1991,1991,1,4,3,1,3.0,40000.0,24.0,1,42,39976.0,40024.0
220,645,1,17,1991,2,28,1991,1991,4,1,1,3,1.0,2.0,40000.0,1,42,-39998.0,40002.0
645,220,1,17,1991,2,28,1991,1991,1,4,3,1,3.0,40000.0,2.0,1,42,39998.0,40002.0
325,645,1,17,1991,2,28,1991,1991,4,1,1,3,1.0,0.0,40000.0,1,42,-40000.0,40000.0
645,325,1,17,1991,2,28,1991,1991,1,4,3,1,3.0,40000.0,0.0,1,42,40000.0,40000.0
645,651,2,24,1991,2,28,1991,1991,1,4,3,1,3.0,40000.0,14.0,1,4,39986.0,40014.0
651,645,2,24,1991,2,28,1991,1991,4,1,1,3,1.0,14.0,40000.0,1,4,-39986.0,40014.0
645,652,2,24,1991,2,28,1991,1991,1,4,3,1,3.0,40000.0,0.0,1,4,40000.0,40000.0
652,645,2,24,1991,2,28,1991,1991,4,1,1,3,1.0,0.0,40000.0,1,4,-40000.0,40000.0
645,670,1,17,1991,2,28,1991,1991,1,4,3,1,3.0,40000.0,44.0,1,42,39956.0,40044.0
670,645,1,17,1991,2,28,1991,1991,4,1,1,3,1.0,44.0,40000.0,1,42,-39956.0,40044.0
371,373,2,6,1993,5,12,1994,1993,1,3,1,3,1.0,5500.0,8500.0,2,460,-3000.0,14000.0
371,373,2,6,1993,5,12,1994,1994,1,3,1,3,1.0,5500.0,8500.0,1,460,-3000.0,14000.0
373,371,2,6,1993,5,12,1994,1993,3,1,3,1,3.0,8500.0,5500.0,1,460,3000.0,14000.0
373,371,2,6,1993,5,12,1994,1994,3,1,3,1,3.0,8500.0,5500.0,2,460,3000.0,14000.0
530,531,5,6,1998,6,18,2000,1998,3,1,3,1,2.0,70000.0,50000.0,2,774,20000.0,120000.0
530,531,5,6,1998,6,18,2000,1999,3,1,3,1,2.0,70000.0,50000.0,1,774,20000.0,120000.0
530,531,5,6,1998,6,18,2000,2000,3,1,3,1,2.0,70000.0,50000.0,3,774,20000.0,120000.0
531,530,5,6,1998,6,18,2000,1998,1,3,1,3,2.0,50000.0,70000.0,1,774,-20000.0,120000.0
531,530,5,6,1998,6,18,2000,1999,1,3,1,3,2.0,50000.0,70000.0,3,774,-20000.0,120000.0
531,530,5,6,1998,6,18,2000,2000,1,3,1,3,2.0,50000.0,70000.0,2,774,-20000.0,120000.0
2,345,3,24,1999,6,10,1999,1999,1,3,1,3,1.0,2.0,5000.0,1,78,-4998.0,5002.0
345,2,3,24,1999,6,10,1999,1999,3,1,3,1,3.0,5000.0,2.0,1,78,4998.0,5002.0
750,770,5,8,1999,7,17,1999,1999,3,1,3,1,1.0,474.0,698.0,1,70,-224.0,1172.0
770,750,5,8,1999,7,17,1999,1999,1,3,1,3,3.0,698.0,474.0,1,70,224.0,1172.0
2,700,9,15,2001,11,15,2001,2001,1,3,1,3,1.0,2.0,4000.0,1,61,-3998.0,4002.0
700,2,9,15,2001,11,15,2001,2001,3,1,3,1,3.0,4000.0,2.0,1,61,3998.0,4002.0
200,700,9,15,2001,11,15,2001,2001,2,3,1,3,1.0,0.0,4000.0,1,61,-4000.0,4000.0
700,200,9,15,2001,11,15,2001,2001,3,2,3,1,3.0,4000.0,0.0,1,61,4000.0,4000.0
2,645,3,19,2003,5,2,2003,2003,1,3,1,3,1.0,140.0,7000.0,1,44,-6860.0,7140.0
645,2,3,19,2003,5,2,2003,2003,3,1,3,1,3.0,7000.0,140.0,1,44,6860.0,7140.0
200,645,3,19,2003,5,2,2003,2003,1,3,1,3,1.0,33.0,7000.0,1,44,-6967.0,7033.0
645,200,3,19,2003,5,2,2003,2003,3,1,3,1,3.0,7000.0,33.0,1,44,6967.0,7033.0
645,900,3,19,2003,5,2,2003,2003,3,1,3,1,3.0,7000.0,0.0,1,44,7000.0,7000.0
900,645,3,19,2003,5,2,2003,2003,1,3,1,3,1.0,0.0,7000.0,1,44,-7000.0,7000.0
