stateabb,statea,year,defensebudget,milsize,IronSteelProduct,EnergyUse,totalpop,urbanpop,CINC_Score_A,version_x,stateb,warstrtmnth,warstrtday,warstrtyr,warendmnth,warenday,warendyr,warolea,waroleb,wardyadrolea,wardyadroleb,outcomea,batdtha,batdthb,durindx,diff_in_days,diff_in_deaths,total_battle_dths,CINC_Score_B,version_y,diff_CINC
AUH,300,1914,1042000.0,839.0,2162.0,32416.0,52594.0,4405.0,0.0682345,2011,345,8,12,1914,11,3,1918,2,4,1,3,3.0,1200000.0,70000.0,1,1544,1130000.0,1270000.0,0.0018855,2011,0.066349
AUH,300,1915,2013000.0,3800.0,2667.0,28000.0,53025.0,4126.0,0.0624243,2011,200,10,5,1915,11,3,1918,2,4,1,3,3.0,1200000.0,908371.0,4,1125,291629.0,2108371.0,0.15022439999999998,2011,-0.08780009999999998
AUH,300,1915,2013000.0,3800.0,2667.0,28000.0,53025.0,4126.0,0.0624243,2011,220,10,5,1915,11,3,1918,2,4,1,3,3.0,1200000.0,1385000.0,4,1125,-185000.0,2585000.0,0.0791562,2011,-0.016731899999999994
AUH,300,1915,2013000.0,3800.0,2667.0,28000.0,53025.0,4126.0,0.0624243,2011,365,8,17,1914,8,27,1918,2,4,3,1,1.0,1200000.0,1700000.0,2,1471,-500000.0,2900000.0,0.1233368,2011,-0.060912499999999994
AUH,300,1915,2013000.0,3800.0,2667.0,28000.0,53025.0,4126.0,0.0624243,2011,345,8,12,1914,11,3,1918,2,4,1,3,3.0,1200000.0,70000.0,4,1544,1130000.0,1270000.0,0.0014044,2011,0.0610199
AUH,300,1915,2013000.0,3800.0,2667.0,28000.0,53025.0,4126.0,0.0624243,2011,325,5,24,1915,11,3,1918,2,4,3,1,3.0,1200000.0,650000.0,3,1259,550000.0,1850000.0,0.0339804,2011,0.0284439
AUH,300,1916,2445000.0,839.0,2781.0,12650.0,53460.0,3954.0,0.043211599999999996,2011,200,10,5,1915,11,3,1918,2,4,1,3,3.0,1200000.0,908371.0,2,1125,291629.0,2108371.0,0.1532075,2011,-0.10999590000000001
AUH,300,1916,2445000.0,839.0,2781.0,12650.0,53460.0,3954.0,0.043211599999999996,2011,220,10,5,1915,11,3,1918,2,4,1,3,3.0,1200000.0,1385000.0,2,1125,-185000.0,2585000.0,0.0858124,2011,-0.0426008
AUH,300,1916,2445000.0,839.0,2781.0,12650.0,53460.0,3954.0,0.043211599999999996,2011,365,8,17,1914,8,27,1918,2,4,3,1,1.0,1200000.0,1700000.0,4,1471,-500000.0,2900000.0,0.14508089999999998,2011,-0.1018693
AUH,300,1916,2445000.0,839.0,2781.0,12650.0,53460.0,3954.0,0.043211599999999996,2011,360,8,27,1916,12,9,1917,2,4,3,1,1.0,1200000.0,335706.0,1,469,864294.0,1535706.0,0.0038489000000000006,2011,0.039362699999999994
AUH,300,1916,2445000.0,839.0,2781.0,12650.0,53460.0,3954.0,0.043211599999999996,2011,345,8,12,1914,11,3,1918,2,4,1,3,3.0,1200000.0,70000.0,5,1544,1130000.0,1270000.0,0.001553,2011,0.0416586
AUH,300,1916,2445000.0,839.0,2781.0,12650.0,53460.0,3954.0,0.043211599999999996,2011,325,5,24,1915,11,3,1918,2,4,3,1,3.0,1200000.0,650000.0,1,1259,550000.0,1850000.0,0.0344519,2011,0.008759699999999995
AUH,300,1917,2862000.0,839.0,2896.0,6891.0,53898.0,3257.0,0.04006130000000001,2011,200,10,5,1915,11,3,1918,2,4,1,3,3.0,1200000.0,908371.0,1,1125,291629.0,2108371.0,0.1498948,2011,-0.10983349999999999
AUH,300,1917,2862000.0,839.0,2896.0,6891.0,53898.0,3257.0,0.04006130000000001,2011,220,10,5,1915,11,3,1918,2,4,1,3,3.0,1200000.0,1385000.0,1,1125,-185000.0,2585000.0,0.0840341,2011,-0.04397279999999999
AUH,300,1917,2862000.0,839.0,2896.0,6891.0,53898.0,3257.0,0.04006130000000001,2011,365,8,17,1914,8,27,1918,2,4,3,1,1.0,1200000.0,1700000.0,5,1471,-500000.0,2900000.0,0.11721400000000001,2011,-0.0771527
AUH,300,1917,2862000.0,839.0,2896.0,6891.0,53898.0,3257.0,0.04006130000000001,2011,360,8,27,1916,12,9,1917,2,4,3,1,1.0,1200000.0,335706.0,2,469,864294.0,1535706.0,0.0039912,2011,0.03607010000000001
AUH,300,1917,2862000.0,839.0,2896.0,6891.0,53898.0,3257.0,0.04006130000000001,2011,350,6,27,1917,11,3,1918,2,4,3,1,3.0,1200000.0,5000.0,2,494,1195000.0,1205000.0,0.0018323,2011,0.038229000000000006
AUH,300,1917,2862000.0,839.0,2896.0,6891.0,53898.0,3257.0,0.04006130000000001,2011,345,8,12,1914,11,3,1918,2,4,1,3,1.0,1200000.0,70000.0,3,1544,1130000.0,1270000.0,0.0018314,2011,0.03822990000000001
AUH,300,1917,2862000.0,839.0,2896.0,6891.0,53898.0,3257.0,0.04006130000000001,2011,325,5,24,1915,11,3,1918,2,4,3,1,3.0,1200000.0,650000.0,4,1259,550000.0,1850000.0,0.0323,2011,0.007761300000000006
AUH,300,1918,2133000.0,839.0,0.0,3897.0,54340.0,2642.0,0.0318687,2011,200,10,5,1915,11,3,1918,2,4,1,3,3.0,1200000.0,908371.0,3,1125,291629.0,2108371.0,0.1427972,2011,-0.11092850000000001
AUH,300,1918,2133000.0,839.0,0.0,3897.0,54340.0,2642.0,0.0318687,2011,220,10,5,1915,11,3,1918,2,4,1,3,3.0,1200000.0,1385000.0,3,1125,-185000.0,2585000.0,0.08841130000000001,2011,-0.05654260000000001
AUH,300,1918,2133000.0,839.0,0.0,3897.0,54340.0,2642.0,0.0318687,2011,365,8,17,1914,8,27,1918,2,4,3,1,1.0,1200000.0,1700000.0,1,1471,-500000.0,2900000.0,0.0373969,2011,-0.005528199999999997
AUH,300,1918,2133000.0,839.0,0.0,3897.0,54340.0,2642.0,0.0318687,2011,350,6,27,1917,11,3,1918,2,4,3,1,3.0,1200000.0,5000.0,1,494,1195000.0,1205000.0,0.0018777000000000002,2011,0.029991
AUH,300,1918,2133000.0,839.0,0.0,3897.0,54340.0,2642.0,0.0318687,2011,345,8,12,1914,11,3,1918,2,4,1,3,1.0,1200000.0,70000.0,2,1544,1130000.0,1270000.0,0.0021590999999999997,2011,0.0297096
AUH,300,1918,2133000.0,839.0,0.0,3897.0,54340.0,2642.0,0.0318687,2011,325,5,24,1915,11,3,1918,2,4,3,1,3.0,1200000.0,650000.0,2,1259,550000.0,1850000.0,0.0332964,2011,-0.001427699999999997
HUN,310,1919,9584.0,27.0,0.0,3054.0,7880.0,1176.0,0.003779,2011,315,4,16,1919,8,4,1919,3,2,3,1,3.0,6000.0,2000.0,1,110,4000.0,8000.0,0.010594200000000002,2011,-0.006815200000000002
HUN,310,1919,9584.0,27.0,0.0,3054.0,7880.0,1176.0,0.003779,2011,360,4,16,1919,8,4,1919,3,1,3,1,3.0,6000.0,3000.0,1,110,3000.0,9000.0,0.0072124,2011,-0.0034334
HUN,310,1941,110555.0,0.0,782.0,8655.0,9344.0,1357.0,0.0048101,2011,345,4,6,1941,4,17,1941,2,3,1,3,1.0,136000.0,305000.0,1,11,-169000.0,441000.0,0.0043765,2011,0.00043360000000000013
HUN,310,1941,110555.0,0.0,782.0,8655.0,9344.0,1357.0,0.0048101,2011,365,7,1,1941,1,20,1945,2,3,1,3,3.0,136000.0,7500000.0,1,1299,-7364000.0,7636000.0,0.1243385,2011,-0.1195284
HUN,310,1942,0.0,350.0,784.0,9122.0,9396.0,1362.0,0.0066142,2011,365,7,1,1941,1,20,1945,2,3,1,3,3.0,136000.0,7500000.0,2,1299,-7364000.0,7636000.0,0.1129192,2011,-0.106305
HUN,310,1943,242120.0,0.0,776.0,9246.0,9442.0,1364.0,0.004785800000000001,2011,365,7,1,1941,1,20,1945,2,3,1,3,3.0,136000.0,7500000.0,5,1299,-7364000.0,7636000.0,0.102841,2011,-0.0980552
HUN,310,1944,433638.0,0.0,694.0,7621.0,9497.0,1379.0,0.004546100000000001,2011,365,7,1,1941,1,20,1945,2,3,1,3,3.0,136000.0,7500000.0,3,1299,-7364000.0,7636000.0,0.0976179,2011,-0.0930718
HUN,310,1944,433638.0,0.0,694.0,7621.0,9497.0,1379.0,0.004546100000000001,2011,360,9,1,1944,1,20,1945,2,4,3,1,2.0,700000.0,316579.0,2,141,383421.0,1016579.0,0.008178399999999999,2011,-0.003632299999999998
HUN,310,1945,0.0,0.0,129.0,4048.0,9024.0,1384.0,0.0036054999999999998,2011,365,7,1,1941,1,20,1945,2,3,1,3,3.0,136000.0,7500000.0,4,1299,-7364000.0,7636000.0,0.11820719999999998,2011,-0.11460169999999999
HUN,310,1945,0.0,0.0,129.0,4048.0,9024.0,1384.0,0.0036054999999999998,2011,360,9,1,1944,1,20,1945,2,4,3,1,2.0,700000.0,316579.0,1,141,383421.0,1016579.0,0.004211100000000001,2011,-0.0006056000000000008
HUN,310,1956,212680.0,215.0,1415.0,13411.0,9911.0,1824.0,0.0050237,2011,365,11,4,1956,11,14,1956,3,1,3,1,3.0,2502.0,720.0,1,10,1782.0,3222.0,0.1701965,2011,-0.1651728
CZE,315,1919,21741.0,150.0,786.0,20823.0,13398.0,929.0,0.010594200000000002,2011,310,4,16,1919,8,4,1919,2,3,1,3,1.0,2000.0,6000.0,1,110,-4000.0,8000.0,0.003779,2011,0.006815200000000002
ITA,325,1848,3985.0,70.0,20.0,56.0,4916.0,237.0,0.0183909,2011,300,4,4,1848,3,23,1849,1,3,1,3,3.0,3400.0,3927.0,2,353,-527.0,7327.0,0.0760322,2011,-0.05764129999999999
ITA,325,1849,3646.0,70.0,20.0,61.0,4928.0,238.0,0.017559900000000003,2011,300,4,4,1848,3,23,1849,1,3,1,3,3.0,3400.0,3927.0,1,353,-527.0,7327.0,0.08976460000000001,2011,-0.07220470000000001
ITA,325,1855,2241.0,53.0,20.0,98.0,5003.0,244.0,0.009785,2011,365,1,10,1855,2,1,1856,2,3,1,3,1.0,2200.0,100000.0,1,387,-97800.0,102200.0,0.1532064,2011,-0.1434214
ITA,325,1856,2564.0,52.0,20.0,122.0,5016.0,245.0,0.010030200000000001,2011,365,1,10,1855,2,1,1856,2,3,1,3,1.0,2200.0,100000.0,2,387,-97800.0,102200.0,0.16403099999999998,2011,-0.1540008
ITA,325,1859,5716.0,53.0,20.0,193.0,5054.0,248.0,0.014791499999999999,2011,300,4,29,1859,7,11,1859,3,1,3,1,1.0,2500.0,12500.0,1,73,-10000.0,15000.0,0.0822447,2011,-0.0674532
ITA,325,1860,10808.0,184.0,20.0,235.0,23927.0,249.0,0.028627499999999997,2011,327,9,10,1860,9,29,1860,1,3,1,3,1.0,300.0,700.0,1,19,-400.0,1000.0,0.0045924,2011,0.024035099999999997
ITA,325,1860,10808.0,184.0,20.0,235.0,23927.0,249.0,0.028627499999999997,2011,329,11,3,1860,2,13,1861,1,3,1,3,1.0,600.0,400.0,2,102,200.0,1000.0,0.015605299999999999,2011,0.013022199999999998
ITA,325,1861,11509.0,201.0,27.0,240.0,24108.0,1589.0,0.033831599999999996,2011,329,11,3,1860,2,13,1861,1,3,1,3,1.0,600.0,400.0,1,102,200.0,1000.0,0.0149362,2011,0.018895399999999996
ITA,325,1866,22345.0,233.0,20.0,541.0,25200.0,1639.0,0.050006999999999996,2011,240,6,24,1866,7,20,1866,2,3,1,3,1.0,4000.0,500.0,1,26,3500.0,4500.0,0.0032339,2011,0.0467731
ITA,325,1866,22345.0,233.0,20.0,541.0,25200.0,1639.0,0.050006999999999996,2011,245,6,24,1866,7,20,1866,2,3,1,3,1.0,4000.0,500.0,1,26,3500.0,4500.0,0.0068817999999999995,2011,0.043125199999999995
ITA,325,1866,22345.0,233.0,20.0,541.0,25200.0,1639.0,0.050006999999999996,2011,267,6,24,1866,7,20,1866,2,3,1,3,1.0,4000.0,100.0,1,26,3900.0,4100.0,0.001275,2011,0.048732
ITA,325,1866,22345.0,233.0,20.0,541.0,25200.0,1639.0,0.050006999999999996,2011,269,6,24,1866,7,20,1866,2,3,1,3,1.0,4000.0,600.0,1,26,3400.0,4600.0,0.0057244,2011,0.0442826
ITA,325,1866,22345.0,233.0,20.0,541.0,25200.0,1639.0,0.050006999999999996,2011,271,6,24,1866,7,20,1866,2,3,1,3,1.0,4000.0,100.0,1,26,3900.0,4100.0,0.0016377,2011,0.0483693
ITA,325,1866,22345.0,233.0,20.0,541.0,25200.0,1639.0,0.050006999999999996,2011,273,6,24,1866,7,20,1866,2,3,1,3,1.0,4000.0,100.0,1,26,3900.0,4100.0,0.0011797,2011,0.0488273
ITA,325,1866,22345.0,233.0,20.0,541.0,25200.0,1639.0,0.050006999999999996,2011,275,6,24,1866,7,20,1866,2,3,1,3,1.0,4000.0,100.0,1,26,3900.0,4100.0,0.0011775,2011,0.0488295
ITA,325,1866,22345.0,233.0,20.0,541.0,25200.0,1639.0,0.050006999999999996,2011,300,6,24,1866,7,20,1866,2,3,1,3,1.0,4000.0,32500.0,1,26,-28500.0,36500.0,0.0572548,2011,-0.007247800000000006
ITA,325,1911,29379.0,291.0,736.0,10165.0,34680.0,3973.0,0.0332631,2011,640,9,29,1911,10,18,1912,1,3,1,3,1.0,6000.0,14000.0,2,385,-8000.0,20000.0,0.0180268,2011,0.015236299999999998
ITA,325,1912,38849.0,398.0,918.0,10690.0,35030.0,4058.0,0.039231300000000004,2011,640,9,29,1911,10,18,1912,1,3,1,3,1.0,6000.0,14000.0,1,385,-8000.0,20000.0,0.0158112,2011,0.023420100000000003
ITA,325,1915,105871.0,3159.0,1009.0,9206.0,36390.0,4014.0,0.0339804,2011,300,5,24,1915,11,3,1918,4,2,1,3,1.0,650000.0,1200000.0,1,1259,-550000.0,1850000.0,0.0624243,2011,-0.0284439
ITA,325,1916,164207.0,3159.0,1269.0,9132.0,36710.0,3963.0,0.0344519,2011,300,5,24,1915,11,3,1918,4,2,1,3,1.0,650000.0,1200000.0,4,1259,-550000.0,1850000.0,0.043211599999999996,2011,-0.008759699999999995
ITA,325,1916,164207.0,3159.0,1269.0,9132.0,36710.0,3963.0,0.0344519,2011,355,8,11,1916,9,29,1918,4,2,1,3,1.0,650000.0,87500.0,2,779,562500.0,737500.0,0.0055837,2011,0.0288682
ITA,325,1916,164207.0,3159.0,1269.0,9132.0,36710.0,3963.0,0.0344519,2011,640,8,11,1916,10,30,1918,4,2,1,3,1.0,650000.0,325000.0,3,810,325000.0,975000.0,0.0063152,2011,0.0281367
ITA,325,1916,164207.0,3159.0,1269.0,9132.0,36710.0,3963.0,0.0344519,2011,255,8,11,1916,11,11,1918,4,1,1,3,1.0,650000.0,1773700.0,3,822,-1123700.0,2423700.0,0.15011770000000002,2011,-0.11566580000000001
ITA,325,1917,197412.0,3159.0,1332.0,6311.0,36660.0,3906.0,0.0323,2011,300,5,24,1915,11,3,1918,4,2,1,3,1.0,650000.0,1200000.0,2,1259,-550000.0,1850000.0,0.04006130000000001,2011,-0.007761300000000006
ITA,325,1917,197412.0,3159.0,1332.0,6311.0,36660.0,3906.0,0.0323,2011,355,8,11,1916,9,29,1918,4,2,1,3,1.0,650000.0,87500.0,1,779,562500.0,737500.0,0.0012138,2011,0.0310862
ITA,325,1917,197412.0,3159.0,1332.0,6311.0,36660.0,3906.0,0.0323,2011,640,8,11,1916,10,30,1918,4,2,1,3,1.0,650000.0,325000.0,1,810,325000.0,975000.0,0.0063589,2011,0.0259411
ITA,325,1917,197412.0,3159.0,1332.0,6311.0,36660.0,3906.0,0.0323,2011,255,8,11,1916,11,11,1918,4,1,1,3,1.0,650000.0,1773700.0,1,822,-1123700.0,2423700.0,0.1581688,2011,-0.1258688
ITA,325,1918,228943.0,3159.0,933.0,7382.0,36280.0,4351.0,0.0332964,2011,300,5,24,1915,11,3,1918,4,2,1,3,1.0,650000.0,1200000.0,3,1259,-550000.0,1850000.0,0.0318687,2011,0.001427699999999997
ITA,325,1918,228943.0,3159.0,933.0,7382.0,36280.0,4351.0,0.0332964,2011,355,8,11,1916,9,29,1918,4,2,1,3,1.0,650000.0,87500.0,3,779,562500.0,737500.0,0.0058053,2011,0.027491099999999997
ITA,325,1918,228943.0,3159.0,933.0,7382.0,36280.0,4351.0,0.0332964,2011,640,8,11,1916,10,30,1918,4,2,1,3,1.0,650000.0,325000.0,2,810,325000.0,975000.0,0.006645999999999999,2011,0.026650399999999998
ITA,325,1918,228943.0,3159.0,933.0,7382.0,36280.0,4351.0,0.0332964,2011,255,8,11,1916,11,11,1918,4,1,1,3,1.0,650000.0,1773700.0,2,822,-1123700.0,2423700.0,0.17243370000000002,2011,-0.13913730000000002
ITA,325,1935,513379.0,1380.0,2209.0,17645.0,42630.0,7654.0,0.0511954,2011,530,10,3,1935,5,5,1936,1,3,1,3,1.0,4000.0,16000.0,2,215,-12000.0,20000.0,0.004280399999999999,2011,0.046915000000000005
ITA,325,1936,1149686.0,343.0,2025.0,12086.0,42960.0,7780.0,0.039338,2011,530,10,3,1935,5,5,1936,1,3,1,3,1.0,4000.0,16000.0,1,215,-12000.0,20000.0,0.0137471,2011,0.0255909
ITA,325,1940,606523.0,1634.0,2258.0,17366.0,44470.0,8304.0,0.0295233,2011,920,12,9,1940,9,3,1943,2,4,3,1,3.0,174500.0,12200.0,1,998,162300.0,186700.0,0.0006542999999999999,2011,0.028869
ITA,325,1940,606523.0,1634.0,2258.0,17366.0,44470.0,8304.0,0.0295233,2011,900,12,10,1940,9,3,1943,2,4,3,1,3.0,174500.0,33826.0,4,997,140674.0,208326.0,0.0074878,2011,0.0220355
ITA,325,1940,606523.0,1634.0,2258.0,17366.0,44470.0,8304.0,0.0295233,2011,220,6,21,1940,6,21,1940,2,4,1,3,3.0,174500.0,210824.0,1,0,-36324.0,385324.0,0.0758349,2011,-0.046311599999999994
ITA,325,1940,606523.0,1634.0,2258.0,17366.0,44470.0,8304.0,0.0295233,2011,560,12,6,1940,9,3,1943,2,4,3,1,3.0,174500.0,8700.0,3,1001,165800.0,183200.0,0.0053545,2011,0.024168799999999997
ITA,325,1940,606523.0,1634.0,2258.0,17366.0,44470.0,8304.0,0.0295233,2011,200,7,4,1940,9,3,1943,2,4,3,1,3.0,174500.0,418765.0,4,1156,-244265.0,593265.0,0.0949571,2011,-0.0654338
ITA,325,1940,606523.0,1634.0,2258.0,17366.0,44470.0,8304.0,0.0295233,2011,350,10,28,1940,4,23,1941,2,3,1,3,1.0,174500.0,18300.0,1,177,156200.0,192800.0,0.0025271,2011,0.026996199999999998
ITA,325,1941,541238.0,0.0,2063.0,15703.0,44830.0,8432.0,0.0200505,2011,920,12,9,1940,9,3,1943,2,4,3,1,3.0,174500.0,12200.0,2,998,162300.0,186700.0,0.0016385000000000002,2011,0.018411999999999998
ITA,325,1941,541238.0,0.0,2063.0,15703.0,44830.0,8432.0,0.0200505,2011,900,12,10,1940,9,3,1943,2,4,3,1,3.0,174500.0,33826.0,3,997,140674.0,208326.0,0.011121299999999999,2011,0.0089292
ITA,325,1941,541238.0,0.0,2063.0,15703.0,44830.0,8432.0,0.0200505,2011,560,12,6,1940,9,3,1943,2,4,3,1,3.0,174500.0,8700.0,2,1001,165800.0,183200.0,0.0056575,2011,0.014393
ITA,325,1941,541238.0,0.0,2063.0,15703.0,44830.0,8432.0,0.0200505,2011,200,7,4,1940,9,3,1943,2,4,3,1,3.0,174500.0,418765.0,3,1156,-244265.0,593265.0,0.0992547,2011,-0.0792042
ITA,325,1941,541238.0,0.0,2063.0,15703.0,44830.0,8432.0,0.0200505,2011,350,10,28,1940,4,23,1941,2,3,1,3,1.0,174500.0,18300.0,2,177,156200.0,192800.0,0.0045834,2011,0.0154671
ITA,325,1941,541238.0,0.0,2063.0,15703.0,44830.0,8432.0,0.0200505,2011,345,4,6,1941,4,17,1941,2,3,1,3,1.0,174500.0,305000.0,1,11,-130500.0,479500.0,0.0043765,2011,0.015674
ITA,325,1941,541238.0,0.0,2063.0,15703.0,44830.0,8432.0,0.0200505,2011,530,5,5,1941,11,21,1941,2,4,3,1,3.0,174500.0,5000.0,1,200,169500.0,179500.0,0.0028083,2011,0.0172422
ITA,325,1942,493476.0,3750.0,1934.0,15057.0,45100.0,8574.0,0.0352171,2011,920,12,9,1940,9,3,1943,2,4,3,1,3.0,174500.0,12200.0,3,998,162300.0,186700.0,0.0018231999999999999,2011,0.033393900000000004
ITA,325,1942,493476.0,3750.0,1934.0,15057.0,45100.0,8574.0,0.0352171,2011,900,12,10,1940,9,3,1943,2,4,3,1,3.0,174500.0,33826.0,2,997,140674.0,208326.0,0.010773200000000002,2011,0.024443899999999998
ITA,325,1942,493476.0,3750.0,1934.0,15057.0,45100.0,8574.0,0.0352171,2011,560,12,6,1940,9,3,1943,2,4,3,1,3.0,174500.0,8700.0,4,1001,165800.0,183200.0,0.0063222,2011,0.0288949
ITA,325,1942,493476.0,3750.0,1934.0,15057.0,45100.0,8574.0,0.0352171,2011,200,7,4,1940,9,3,1943,2,4,3,1,3.0,174500.0,418765.0,2,1156,-244265.0,593265.0,0.0935872,2011,-0.058370099999999994
ITA,325,1943,412981.0,1702.0,1727.0,3388.0,44830.0,8682.0,0.0219315,2011,920,12,9,1940,9,3,1943,2,4,3,1,3.0,174500.0,12200.0,4,998,162300.0,186700.0,0.001294,2011,0.0206375
ITA,325,1943,412981.0,1702.0,1727.0,3388.0,44830.0,8682.0,0.0219315,2011,900,12,10,1940,9,3,1943,2,4,3,1,3.0,174500.0,33826.0,1,997,140674.0,208326.0,0.0119916,2011,0.0099399
ITA,325,1943,412981.0,1702.0,1727.0,3388.0,44830.0,8682.0,0.0219315,2011,20,7,10,1943,9,3,1943,2,4,3,1,3.0,174500.0,41992.0,1,55,132508.0,216492.0,0.0185215,2011,0.00341
ITA,325,1943,412981.0,1702.0,1727.0,3388.0,44830.0,8682.0,0.0219315,2011,560,12,6,1940,9,3,1943,2,4,3,1,3.0,174500.0,8700.0,1,1001,165800.0,183200.0,0.0056633000000000005,2011,0.0162682
ITA,325,1943,412981.0,1702.0,1727.0,3388.0,44830.0,8682.0,0.0219315,2011,2,7,10,1943,9,3,1943,2,3,3,1,3.0,174500.0,405400.0,1,55,-230900.0,579900.0,0.3456322,2011,-0.3237007
ITA,325,1943,412981.0,1702.0,1727.0,3388.0,44830.0,8682.0,0.0219315,2011,200,7,4,1940,9,3,1943,2,4,3,1,3.0,174500.0,418765.0,1,1156,-244265.0,593265.0,0.08737930000000001,2011,-0.0654478
ITA,325,1943,412981.0,1702.0,1727.0,3388.0,44830.0,8682.0,0.0219315,2011,255,9,15,1943,5,7,1945,4,1,3,1,1.0,174500.0,3500000.0,2,600,-3325500.0,3674500.0,0.1535983,2011,-0.1316668
ITA,325,1944,342218.0,283.0,1026.0,2459.0,44940.0,8723.0,0.0139946,2011,255,9,15,1943,5,7,1945,4,1,3,1,1.0,174500.0,3500000.0,1,600,-3325500.0,3674500.0,0.1362128,2011,-0.1222182
ITA,325,1945,305412.0,276.0,395.0,1882.0,45090.0,8799.0,0.0127712,2011,255,9,15,1943,5,7,1945,4,1,3,1,1.0,174500.0,3500000.0,3,600,-3325500.0,3674500.0,0.0798766,2011,-0.06710540000000001
ITA,325,1991,19720000.0,473.0,25032.0,228250.0,56751.0,14527.0,0.0193444,2011,645,1,17,1991,2,28,1991,4,1,1,3,1.0,0.0,40000.0,1,42,-40000.0,40000.0,0.008368899999999999,2011,0.010975500000000003
PAP,327,1849,0.0,13.0,0.0,0.0,2999.0,172.0,0.0065551,2011,220,4,30,1849,7,2,1849,3,1,3,1,3.0,1400.0,1000.0,1,63,400.0,2400.0,0.13217120000000002,2011,-0.1256161
PAP,327,1849,0.0,13.0,0.0,0.0,2999.0,172.0,0.0065551,2011,300,5,8,1849,7,2,1849,3,2,3,1,3.0,1400.0,100.0,1,55,1300.0,1500.0,0.08976460000000001,2011,-0.08320950000000002
PAP,327,1849,0.0,13.0,0.0,0.0,2999.0,172.0,0.0065551,2011,329,5,8,1849,7,2,1849,3,2,3,1,3.0,1400.0,100.0,1,55,1300.0,1500.0,0.021596200000000003,2011,-0.015041100000000002
PAP,327,1860,781.0,19.0,0.0,0.0,3162.0,184.0,0.0045924,2011,325,9,10,1860,9,29,1860,3,1,3,1,3.0,700.0,300.0,1,19,400.0,1000.0,0.028627499999999997,2011,-0.024035099999999997
SIC,329,1849,0.0,46.0,0.0,0.0,8793.0,595.0,0.021596200000000003,2011,327,5,8,1849,7,2,1849,2,3,1,3,1.0,100.0,1400.0,1,55,-1300.0,1500.0,0.0065551,2011,0.015041100000000002
SIC,329,1860,0.0,92.0,0.0,0.0,9212.0,645.0,0.015605299999999999,2011,325,11,3,1860,2,13,1861,3,1,3,1,3.0,400.0,600.0,1,102,-200.0,1000.0,0.028627499999999997,2011,-0.013022199999999998
SIC,329,1861,0.0,91.0,0.0,0.0,9179.0,647.0,0.0149362,2011,325,11,3,1860,2,13,1861,3,1,3,1,3.0,400.0,600.0,2,102,-200.0,1000.0,0.033831599999999996,2011,-0.018895399999999996
MOD,332,1848,0.0,3.0,0.0,0.0,576.0,0.0,0.0007266,2011,300,4,9,1848,7,24,1848,2,3,1,3,3.0,100.0,3927.0,1,106,-3827.0,4027.0,0.0760322,2011,-0.0753056
TUS,337,1848,219.0,6.0,0.0,0.0,1547.0,103.0,0.0034357,2011,300,4,9,1848,7,24,1848,2,3,1,3,3.0,100.0,3927.0,1,106,-3827.0,4027.0,0.0760322,2011,-0.0725965
YUG,345,1912,1184.0,31.0,0.0,150.0,3052.0,128.0,0.001895,2011,640,10,17,1912,4,19,1913,1,3,1,3,1.0,15000.0,30000.0,2,184,-15000.0,45000.0,0.0158112,2011,-0.0139162
YUG,345,1913,1194.0,32.0,0.0,198.0,3003.0,138.0,0.0017762999999999998,2011,640,10,17,1912,4,19,1913,1,3,1,3,1.0,15000.0,30000.0,1,184,-15000.0,45000.0,0.0175777,2011,-0.0158014
YUG,345,1913,1194.0,32.0,0.0,198.0,3003.0,138.0,0.0017762999999999998,2011,355,6,29,1913,7,30,1913,3,1,3,1,1.0,18500.0,18000.0,1,31,500.0,36500.0,0.015733700000000003,2011,-0.013957400000000003
YUG,345,1914,4156.0,41.0,0.0,262.0,4023.0,146.0,0.0018855,2011,300,8,12,1914,11,3,1918,4,2,3,1,3.0,70000.0,1200000.0,5,1544,-1130000.0,1270000.0,0.0682345,2011,-0.066349
YUG,345,1915,9741.0,84.0,0.0,347.0,4043.0,158.0,0.0014044,2011,300,8,12,1914,11,3,1918,4,2,3,1,3.0,70000.0,1200000.0,1,1544,-1130000.0,1270000.0,0.0624243,2011,-0.0610199
YUG,345,1915,9741.0,84.0,0.0,347.0,4043.0,158.0,0.0014044,2011,255,10,5,1915,11,11,1918,4,1,3,1,1.0,70000.0,1773700.0,3,1133,-1703700.0,1843700.0,0.15111270000000002,2011,-0.14970830000000002
YUG,345,1915,9741.0,84.0,0.0,347.0,4043.0,158.0,0.0014044,2011,355,10,5,1915,9,29,1918,4,2,3,1,1.0,70000.0,87500.0,3,1090,-17500.0,157500.0,0.0012695,2011,0.00013490000000000008
YUG,345,1916,11987.0,102.0,0.0,458.0,4063.0,171.0,0.001553,2011,300,8,12,1914,11,3,1918,4,2,3,1,1.0,70000.0,1200000.0,3,1544,-1130000.0,1270000.0,0.043211599999999996,2011,-0.0416586
YUG,345,1916,11987.0,102.0,0.0,458.0,4063.0,171.0,0.001553,2011,255,10,5,1915,11,11,1918,4,1,3,1,1.0,70000.0,1773700.0,4,1133,-1703700.0,1843700.0,0.15011770000000002,2011,-0.14856470000000002
YUG,345,1916,11987.0,102.0,0.0,458.0,4063.0,171.0,0.001553,2011,355,10,5,1915,9,29,1918,4,2,3,1,1.0,70000.0,87500.0,1,1090,-17500.0,157500.0,0.0055837,2011,-0.0040307
